id,name,price,created_time,store_id,featured_in_mall,featured_in_store
353,Wendy's,766.55,2020-03-28 20:32:33Z,37,FALSE,FALSE
354,Knorr,487.82,2019-06-23 04:27:46Z,60,FALSE,TRUE
355,Nesquik,999.95,2021-05-10 21:56:58Z,58,FALSE,FALSE
356,Betty Crocker,465.99,2018-06-08 01:48:33Z,22,FALSE,FALSE
357,Red Lobster,408.74,2020-11-07 02:32:18Z,89,FALSE,TRUE
358,Andy Capp's fries,301.77,2020-04-03 05:00:48Z,57,FALSE,TRUE
359,LEonidas,993.47,2018-07-18 08:22:29Z,79,FALSE,TRUE
360,Nutella,565.74,2020-03-03 02:41:15Z,13,FALSE,TRUE
361,Dunkin' Donuts,98.16,2020-05-20 13:27:40Z,36,FALSE,FALSE
362,Applebee's,993.53,2021-02-15 17:12:55Z,67,FALSE,FALSE
363,Kinder,528.58,2018-06-20 07:05:33Z,17,FALSE,TRUE
364,Bewley's,692.69,2019-03-28 07:28:49Z,80,FALSE,TRUE
365,Doritos,140.98,2019-02-18 08:54:01Z,83,FALSE,FALSE
366,Betty Crocker,582.67,2018-10-12 07:06:30Z,12,FALSE,FALSE
367,Nutella,526.86,2019-03-30 06:18:17Z,24,FALSE,FALSE
368,Pizza Hut,139.19,2020-01-25 00:53:32Z,32,FALSE,TRUE
369,Kits,732.35,2020-03-06 17:10:01Z,55,FALSE,TRUE
370,Vitta Foods,725.45,2021-05-24 22:09:16Z,68,FALSE,TRUE
371,Sun-Pat,792.24,2019-12-07 12:37:22Z,11,FALSE,TRUE
372,Taco Bell,198.44,2021-04-08 09:10:10Z,26,FALSE,TRUE
373,Subway,752.29,2019-06-27 07:38:40Z,20,FALSE,TRUE
374,Sun-Pat,873.35,2020-03-02 17:16:28Z,83,FALSE,FALSE
375,Heinz,915.44,2019-12-03 15:45:16Z,50,FALSE,TRUE
376,Applebee's,27.13,2020-12-09 18:51:29Z,86,FALSE,FALSE
377,KFC,196.53,2019-01-17 18:40:49Z,84,FALSE,FALSE
378,Doritos,348.18,2019-08-22 07:21:18Z,77,FALSE,FALSE
379,Pizza Hut,191.62,2020-09-03 20:35:43Z,50,FALSE,FALSE
380,Betty Crocker,624.65,2018-12-23 03:35:22Z,21,FALSE,FALSE
381,Nutella,434.32,2019-08-30 02:37:49Z,71,FALSE,TRUE
382,LEonidas,732.14,2020-03-20 11:44:33Z,77,FALSE,TRUE
383,KFC,339.04,2019-03-10 08:03:41Z,97,FALSE,TRUE
384,Applebee's,106.06,2020-08-27 14:55:51Z,19,FALSE,FALSE
385,Betty Crocker,36.99,2019-07-15 07:02:28Z,4,FALSE,TRUE
386,Wendy's,617.86,2019-12-05 00:34:23Z,4,FALSE,FALSE
387,KFC,872.46,2020-09-19 09:27:39Z,39,FALSE,FALSE
388,Starbucks,384.14,2018-08-29 09:53:20Z,65,FALSE,FALSE
389,LEonidas,667.25,2020-11-28 16:21:14Z,54,FALSE,TRUE
390,Taco Bell,835.13,2020-01-31 06:52:33Z,22,FALSE,FALSE
391,Pizza Hut,95.06,2018-11-14 12:37:28Z,75,FALSE,FALSE
392,Nabisco,747.1,2020-08-07 11:16:36Z,62,FALSE,FALSE
393,Red Lobster,137.65,2021-02-26 22:03:15Z,57,FALSE,TRUE
394,Cobblestone,135.69,2018-07-03 22:29:35Z,8,FALSE,TRUE
395,Starbucks,489.45,2020-04-05 18:47:43Z,39,FALSE,TRUE
396,Subway,956.16,2021-01-29 15:13:25Z,15,FALSE,TRUE
397,Pizza Hut,912.94,2020-01-14 17:06:03Z,5,FALSE,FALSE
398,Andy Capp's fries,550.31,2021-05-14 04:43:40Z,3,FALSE,FALSE
399,Secret Recipe,867.48,2020-10-10 06:22:57Z,79,FALSE,FALSE
400,Kits,458.89,2020-12-03 15:57:32Z,89,FALSE,TRUE
401,Bewley's,696.61,2018-08-27 07:42:38Z,17,FALSE,TRUE
402,Taco Bell,413.04,2021-05-25 03:30:25Z,15,FALSE,FALSE
403,Baskin robbins,262.65,2018-07-05 21:13:38Z,46,FALSE,TRUE
404,Olymel,787.17,2019-08-07 10:36:15Z,37,FALSE,FALSE
405,Bewley's,807.08,2019-10-03 03:38:24Z,89,FALSE,FALSE
406,Taco Bell,397.61,2019-10-20 12:29:02Z,55,FALSE,TRUE
407,Kits,191.87,2019-12-07 17:45:14Z,62,FALSE,TRUE
408,Bel Group,69.7,2020-08-21 14:19:10Z,19,FALSE,FALSE
409,Heinz,762.77,2018-09-28 15:46:10Z,69,FALSE,FALSE
410,LEonidas,708.19,2019-05-14 10:32:55Z,56,FALSE,TRUE
411,Wonder Bread,793.33,2018-10-24 20:28:41Z,85,FALSE,FALSE
412,Secret Recipe,862.66,2021-02-03 07:17:24Z,73,FALSE,TRUE
413,M&M Food Market,559.77,2020-03-23 22:32:51Z,36,FALSE,FALSE
414,Wonder Bread,621.47,2019-11-04 20:00:25Z,62,FALSE,TRUE
415,Carib Brewery,327.86,2020-03-30 14:42:02Z,30,FALSE,FALSE
416,Baskin robbins,203.69,2020-09-10 18:49:01Z,72,FALSE,FALSE
417,M&M Food Market,343.58,2020-07-23 19:40:23Z,17,FALSE,FALSE
418,Tic Tac,796.51,2020-06-09 19:15:41Z,16,FALSE,FALSE
419,McDonald's,577.34,2018-08-27 22:11:54Z,70,FALSE,TRUE
420,Applebee's,709.42,2021-01-16 13:44:43Z,14,FALSE,TRUE
421,Cobblestone,880.28,2020-07-13 06:19:40Z,1,FALSE,FALSE
422,Dr. Oetker,867.73,2021-04-09 19:01:00Z,48,FALSE,FALSE
423,Betty Crocker,696.49,2021-05-16 07:10:22Z,62,FALSE,FALSE
424,Papadopoulos,563.37,2018-06-23 21:37:17Z,62,FALSE,TRUE
425,McDonald's,916.79,2018-09-25 20:07:57Z,46,FALSE,FALSE
426,Bewley's,271.39,2018-10-11 03:36:23Z,29,FALSE,FALSE
427,Vitta Foods,73.9,2020-10-25 00:34:29Z,68,FALSE,TRUE
428,Soprole,382.66,2018-09-06 03:50:53Z,36,FALSE,TRUE
429,Red Lobster,914.59,2020-01-24 08:14:10Z,22,FALSE,FALSE
430,Nabisco,14.22,2020-06-15 15:25:00Z,98,FALSE,TRUE
431,Sun-Pat,291.43,2020-11-13 18:21:35Z,27,FALSE,TRUE
432,Soprole,36.18,2018-12-24 21:02:28Z,34,FALSE,TRUE
433,Wonder Bread,284.81,2020-07-26 22:42:09Z,97,FALSE,FALSE
434,Knorr,924.26,2020-10-27 13:53:28Z,76,FALSE,FALSE
435,Dunkin' Donuts,905.22,2020-01-22 13:12:48Z,2,FALSE,TRUE
436,KFC,680.53,2019-05-05 20:20:28Z,70,FALSE,TRUE
437,Red Lobster,635.84,2019-03-30 11:46:45Z,38,FALSE,TRUE
438,LEonidas,722.59,2019-10-18 02:29:03Z,25,FALSE,TRUE
439,Starbucks,151.21,2020-10-19 17:09:23Z,92,FALSE,FALSE
440,Burger King,774.91,2020-05-03 17:00:04Z,92,FALSE,TRUE
441,Burger King,454.37,2020-08-16 01:13:05Z,5,FALSE,TRUE
442,Subway,237.56,2018-07-24 04:03:25Z,4,FALSE,FALSE
443,Wonder Bread,850.45,2019-08-16 13:46:47Z,93,FALSE,TRUE
444,Burger King,149.17,2019-05-31 07:26:46Z,46,FALSE,FALSE
445,Kits,350.73,2020-01-03 21:11:12Z,84,FALSE,TRUE
446,M&M Food Market,41.38,2020-08-30 09:34:00Z,94,FALSE,TRUE
447,Burger King,153.34,2018-08-07 21:07:04Z,22,FALSE,TRUE
448,Subway,963.3,2018-05-10 05:02:07Z,90,FALSE,TRUE
449,LEonidas,968.49,2018-05-11 12:23:45Z,41,FALSE,FALSE
450,Domino,833.31,2019-09-24 02:54:00Z,64,FALSE,TRUE
451,Baskin robbins,996.11,2020-06-22 09:36:43Z,37,FALSE,FALSE
452,Domino,98.47,2020-08-30 16:26:39Z,33,FALSE,FALSE
453,Pizza Hut,663.26,2021-04-21 07:26:38Z,84,FALSE,TRUE
454,Kinder,487.31,2020-05-14 06:34:50Z,79,FALSE,FALSE
455,Andy Capp's fries,393.9,2020-03-17 07:20:21Z,55,FALSE,TRUE
456,Bel Group,676.08,2018-07-02 10:27:43Z,15,FALSE,TRUE
457,Vitta Foods,893.47,2018-11-08 07:57:46Z,81,FALSE,TRUE
458,M&M Food Market,872.74,2020-05-12 20:57:44Z,64,FALSE,FALSE
459,Carib Brewery,109.09,2019-02-05 01:21:24Z,25,FALSE,FALSE
460,Knorr,720.41,2020-04-15 21:45:54Z,73,FALSE,FALSE
461,LEonidas,551.06,2020-04-23 01:22:55Z,42,FALSE,FALSE
462,Doritos,100.49,2019-08-17 19:50:47Z,22,FALSE,TRUE
463,LEonidas,538.59,2020-05-31 06:51:27Z,10,FALSE,TRUE
464,Kits,28.34,2019-04-18 09:32:02Z,45,FALSE,FALSE
465,Burger King,989.08,2020-08-30 02:44:13Z,98,FALSE,FALSE
466,Vitta Foods,699.64,2019-06-19 17:01:56Z,39,FALSE,FALSE
467,Nutella,840.69,2018-07-04 09:40:44Z,18,FALSE,FALSE
468,Magnum,362.03,2019-07-29 11:33:26Z,83,FALSE,FALSE
469,Dunkin' Donuts,482.33,2020-05-09 03:21:22Z,97,FALSE,TRUE
470,M&M Food Market,654.07,2018-05-09 17:34:17Z,3,FALSE,FALSE
471,Applebee's,62.97,2019-09-17 05:35:39Z,24,FALSE,FALSE
472,LEonidas,128.81,2020-12-12 12:26:30Z,4,FALSE,TRUE
473,Secret Recipe,786.64,2020-04-24 16:09:16Z,3,FALSE,FALSE
474,Subway,437.48,2018-10-17 12:34:30Z,88,FALSE,FALSE
475,Doritos,152.11,2019-05-02 18:27:49Z,23,FALSE,FALSE
476,Carib Brewery,267.11,2019-04-24 02:12:24Z,32,FALSE,TRUE
477,Cobblestone,647.6,2021-03-21 21:07:38Z,66,FALSE,TRUE
478,Nutella,631.62,2019-06-15 07:08:39Z,32,FALSE,TRUE
479,Cobblestone,68.55,2019-04-11 19:00:18Z,16,FALSE,FALSE
480,Dr. Oetker,197.17,2019-05-09 05:02:32Z,18,FALSE,TRUE
481,Magnum,177.9,2019-11-30 09:26:37Z,75,FALSE,TRUE
482,Papadopoulos,106.48,2019-09-10 17:15:05Z,30,FALSE,FALSE
483,Magnum,491.64,2021-05-22 18:43:27Z,29,FALSE,TRUE
484,M&M Food Market,503.92,2018-10-30 10:09:09Z,5,FALSE,TRUE
485,Pizza Hut,572.18,2018-06-24 18:04:41Z,72,FALSE,FALSE
486,Vitta Foods,256.08,2019-10-15 19:19:31Z,91,FALSE,FALSE
487,Applebee's,350.61,2020-06-07 08:01:10Z,32,FALSE,FALSE
488,Carib Brewery,54.39,2020-06-22 12:14:18Z,59,FALSE,TRUE
489,Kinder,737.71,2018-11-11 07:20:24Z,45,FALSE,FALSE
490,Sun-Pat,254.31,2019-01-24 09:01:56Z,50,FALSE,FALSE
491,Starbucks,389.74,2021-05-27 20:53:51Z,38,FALSE,TRUE
492,Wendy's,942.71,2018-05-16 14:14:37Z,44,FALSE,FALSE
493,Sun-Pat,735.02,2020-12-22 22:49:43Z,15,FALSE,FALSE
494,Subway,810.92,2019-09-06 19:37:58Z,71,FALSE,FALSE
495,Cheetos,42.52,2020-06-08 02:40:31Z,30,FALSE,FALSE
496,Pizza Hut,527.15,2020-05-01 03:09:21Z,88,FALSE,FALSE
497,Dr. Oetker,716.1,2019-07-25 07:12:01Z,27,FALSE,FALSE
498,Bel Group,933.14,2021-03-07 12:33:12Z,34,FALSE,FALSE
499,Secret Recipe,445.55,2018-09-19 03:44:39Z,27,FALSE,TRUE
500,Subway,121.68,2019-03-03 05:45:55Z,13,FALSE,FALSE
501,Dunkin' Donuts,274.11,2020-02-26 20:26:22Z,23,FALSE,TRUE
502,KFC,34.13,2020-08-20 16:42:09Z,97,FALSE,FALSE
503,Taco Bell,760.98,2019-11-22 16:08:15Z,86,FALSE,FALSE
504,Sun-Pat,93.99,2020-12-11 14:01:19Z,96,FALSE,TRUE
505,Pizza Hut,442.15,2020-07-06 16:14:58Z,92,FALSE,FALSE
506,M&M Food Market,969.86,2020-09-08 08:52:16Z,60,FALSE,TRUE
507,Olymel,527.55,2019-05-20 21:50:02Z,28,FALSE,TRUE
508,Wonder Bread,203.75,2020-01-31 04:06:35Z,28,FALSE,FALSE
509,Dr. Oetker,333.31,2018-10-07 03:39:13Z,23,FALSE,TRUE
510,Bewley's,726.1,2019-09-16 11:49:52Z,81,FALSE,FALSE
511,Red Lobster,708.8,2020-12-21 03:24:12Z,30,FALSE,FALSE
512,Subway,18.83,2019-06-27 14:50:12Z,41,FALSE,FALSE
513,Sun-Pat,820.78,2019-07-14 21:39:05Z,31,FALSE,TRUE
514,Red Lobster,792.51,2021-01-28 06:26:30Z,46,FALSE,TRUE
515,Domino,932.67,2019-02-05 10:43:52Z,72,FALSE,TRUE
516,Sun-Pat,481.63,2019-10-22 05:22:54Z,42,FALSE,FALSE
517,Secret Recipe,910.22,2018-11-14 00:29:29Z,94,FALSE,TRUE
518,Cobblestone,755.4,2019-08-26 19:41:08Z,53,FALSE,TRUE
519,Betty Crocker,379.48,2019-09-06 17:43:09Z,4,FALSE,FALSE
520,Papadopoulos,115.54,2020-01-05 10:31:41Z,50,FALSE,TRUE
521,Nabisco,953.63,2020-04-28 06:51:04Z,21,FALSE,TRUE
522,Nabisco,390.46,2020-06-28 15:54:25Z,78,FALSE,FALSE
523,Cobblestone,473.3,2018-11-27 15:13:12Z,85,FALSE,TRUE
524,Applebee's,652.31,2018-05-14 22:48:43Z,83,FALSE,FALSE
525,Andy Capp's fries,957.39,2018-07-30 15:07:38Z,84,FALSE,TRUE
526,Nesquik,929.07,2021-03-16 13:44:38Z,45,FALSE,FALSE
527,Andy Capp's fries,229.22,2019-05-22 13:34:04Z,45,FALSE,FALSE
528,Olymel,598.64,2020-01-22 14:22:04Z,22,FALSE,FALSE
529,LEonidas,374.99,2019-10-16 04:03:34Z,38,FALSE,FALSE
530,Olymel,299.84,2018-07-24 04:25:43Z,5,FALSE,FALSE
531,Kits,199.12,2021-05-27 07:30:17Z,50,FALSE,TRUE
532,Andy Capp's fries,433.93,2019-10-06 11:17:13Z,74,FALSE,TRUE
533,Wendy's,697.04,2019-11-07 15:52:44Z,56,FALSE,TRUE
534,Dunkin' Donuts,41.71,2019-09-04 10:22:14Z,99,FALSE,FALSE
535,Betty Crocker,84.07,2018-12-08 12:43:21Z,38,FALSE,TRUE
536,Red Lobster,997.89,2021-05-15 01:21:09Z,63,FALSE,FALSE
537,Betty Crocker,728.15,2018-09-06 13:37:42Z,49,FALSE,FALSE
538,Kinder,241.59,2019-10-14 17:54:36Z,84,FALSE,FALSE
539,Papadopoulos,380.98,2019-09-09 22:38:08Z,73,FALSE,FALSE
540,Nabisco,621.69,2020-07-20 21:02:54Z,95,FALSE,TRUE
541,Kinder,880.38,2019-10-26 20:56:23Z,42,FALSE,FALSE
542,Bewley's,318.68,2019-06-09 20:22:44Z,71,FALSE,FALSE
543,McDonald's,987.13,2021-02-03 20:25:32Z,87,FALSE,TRUE
544,Applebee's,666.22,2018-06-07 21:37:00Z,49,FALSE,FALSE
545,Nabisco,723.5,2018-12-06 08:53:55Z,33,FALSE,FALSE
546,Subway,224.83,2020-06-18 09:02:43Z,48,FALSE,FALSE
547,Burger King,538.87,2019-11-28 03:04:05Z,65,FALSE,FALSE
548,Pizza Hut,261.14,2018-08-23 15:45:29Z,93,FALSE,FALSE
549,McDonald's,226.06,2018-05-08 09:45:49Z,53,FALSE,FALSE
550,Starbucks,523.89,2018-09-19 13:41:50Z,98,FALSE,FALSE
551,Magnum,287.89,2020-01-11 03:01:04Z,73,FALSE,FALSE
552,Taco Bell,807.94,2020-04-22 22:11:28Z,86,FALSE,TRUE
553,Bel Group,570.03,2020-01-14 08:50:21Z,2,FALSE,FALSE
554,Nutella,510.91,2019-02-06 03:12:19Z,50,FALSE,FALSE
555,Doritos,103.53,2021-05-02 07:05:34Z,25,FALSE,TRUE
556,Nabisco,984.9,2020-04-07 00:14:14Z,34,FALSE,FALSE
557,Dunkin' Donuts,77.24,2018-05-15 16:02:52Z,69,FALSE,TRUE
558,Tic Tac,976.02,2020-05-30 16:08:02Z,6,FALSE,TRUE
559,Subway,131.84,2018-07-26 17:55:35Z,29,FALSE,TRUE
560,Vitta Foods,998.32,2019-12-29 17:36:50Z,51,FALSE,TRUE
561,Red Lobster,884.75,2019-08-13 12:14:56Z,23,FALSE,TRUE
562,Red Lobster,197.12,2021-02-20 00:31:13Z,17,FALSE,FALSE
563,Burger King,612.48,2020-02-29 18:50:38Z,48,FALSE,TRUE
564,Subway,531.8,2021-02-28 01:23:22Z,43,FALSE,FALSE
565,Applebee's,380.37,2019-04-18 15:44:51Z,41,FALSE,TRUE
566,Pizza Hut,699.27,2019-10-15 19:34:23Z,16,FALSE,TRUE
567,M&M Food Market,481.3,2020-11-08 14:39:23Z,20,FALSE,FALSE
568,Dr. Oetker,805.64,2020-07-24 18:03:14Z,17,FALSE,TRUE
569,Applebee's,256.97,2020-07-13 16:34:15Z,33,FALSE,TRUE
570,Applebee's,228.81,2020-11-09 21:29:04Z,55,FALSE,TRUE
571,Pizza Hut,684.57,2021-01-29 01:34:03Z,54,FALSE,FALSE
572,Lavazza,232.25,2020-02-11 16:19:30Z,58,FALSE,FALSE
573,Wonder Bread,67.14,2019-05-24 14:54:58Z,82,FALSE,FALSE
574,Applebee's,698.47,2021-01-15 15:17:40Z,8,FALSE,TRUE
575,Papadopoulos,721.66,2019-02-05 03:45:57Z,23,FALSE,TRUE
576,Applebee's,502.44,2020-06-03 13:18:31Z,23,FALSE,TRUE
577,LEonidas,235.75,2019-06-12 19:38:44Z,37,FALSE,FALSE
578,Dunkin' Donuts,443.93,2021-04-30 11:40:23Z,89,FALSE,TRUE
579,Vitta Foods,770.72,2018-12-04 07:28:15Z,78,FALSE,FALSE
580,Betty Crocker,460.81,2019-12-03 12:17:57Z,30,FALSE,FALSE
581,Wendy's,599.32,2020-06-05 21:32:33Z,47,FALSE,TRUE
582,Nutella,650.03,2019-08-04 04:48:30Z,56,FALSE,TRUE
583,Pizza Hut,974.1,2019-12-31 15:11:37Z,41,FALSE,TRUE
584,Soprole,108.47,2020-06-20 19:21:26Z,4,FALSE,TRUE
585,Nutella,790.6,2019-06-12 10:06:25Z,40,FALSE,TRUE
586,Heinz,416.26,2018-07-12 02:01:29Z,78,FALSE,TRUE
587,Nutella,163.04,2021-05-24 04:47:10Z,33,FALSE,TRUE
588,Lavazza,474.31,2019-02-23 10:35:22Z,73,FALSE,TRUE
589,Betty Crocker,243.07,2020-06-12 09:18:50Z,41,FALSE,TRUE
590,Tic Tac,672.02,2019-11-08 19:44:44Z,60,FALSE,FALSE
591,KFC,101.84,2019-12-06 08:18:06Z,99,FALSE,TRUE
592,Andy Capp's fries,764.7,2019-09-29 22:39:05Z,36,FALSE,TRUE
593,KFC,766.75,2020-08-11 22:40:26Z,81,FALSE,FALSE
594,Knorr,770.56,2019-08-12 14:39:23Z,55,FALSE,FALSE
595,Red Lobster,858.79,2018-07-15 03:05:57Z,56,FALSE,TRUE
596,Andy Capp's fries,393.01,2019-03-27 16:09:20Z,10,FALSE,TRUE
597,Tic Tac,294.59,2021-02-21 15:52:11Z,28,FALSE,TRUE
598,Bel Group,533.04,2019-11-19 15:05:57Z,68,FALSE,FALSE
599,Soprole,886.31,2018-12-08 00:27:44Z,27,FALSE,TRUE
600,Cobblestone,309.99,2020-04-18 05:53:15Z,88,FALSE,FALSE
601,Starbucks,692.73,2018-11-29 21:07:20Z,51,FALSE,FALSE
602,Red Lobster,661.51,2020-06-24 22:57:58Z,40,FALSE,TRUE
603,Baskin robbins,930.58,2019-07-02 22:56:31Z,40,FALSE,FALSE
604,Knorr,96.28,2019-04-17 22:01:09Z,12,FALSE,TRUE
605,Nesquik,249.65,2018-08-02 05:39:46Z,30,FALSE,TRUE
606,KFC,866.01,2018-12-20 03:57:06Z,35,FALSE,TRUE
607,M&M Food Market,949.23,2020-12-20 18:06:22Z,21,FALSE,FALSE
608,Magnum,867.13,2021-04-18 02:52:16Z,50,FALSE,TRUE
609,Dr. Oetker,243.72,2018-06-18 19:56:05Z,8,FALSE,TRUE
610,Nutella,810.92,2019-03-23 07:09:01Z,79,FALSE,TRUE
611,Subway,590.56,2020-08-27 09:03:43Z,5,FALSE,FALSE
612,Doritos,619.23,2020-12-24 18:20:13Z,19,FALSE,FALSE
613,Wendy's,314.03,2020-08-02 00:00:55Z,84,FALSE,FALSE
614,Tic Tac,487.2,2021-04-24 01:34:39Z,96,FALSE,TRUE
615,Nabisco,46.95,2021-03-12 07:17:34Z,7,FALSE,FALSE
616,KFC,837.77,2019-10-06 03:57:33Z,83,FALSE,FALSE
617,Nesquik,888.4,2018-12-06 08:11:24Z,26,FALSE,FALSE
618,Andy Capp's fries,269.56,2019-02-10 13:57:21Z,10,FALSE,TRUE
619,Burger King,880.36,2020-06-08 22:01:42Z,74,FALSE,FALSE
620,Wendy's,845.22,2019-01-07 14:20:37Z,75,FALSE,TRUE
621,Starbucks,329.25,2019-02-22 06:39:16Z,52,FALSE,TRUE
622,Sun-Pat,470.41,2018-06-08 22:14:31Z,71,FALSE,FALSE
623,Cheetos,678.42,2020-07-30 04:49:02Z,33,FALSE,TRUE
624,Cobblestone,606.54,2019-04-13 18:06:36Z,10,FALSE,FALSE
625,Bewley's,204.87,2020-06-03 10:32:25Z,19,FALSE,TRUE
626,Magnum,930.55,2018-12-15 14:12:53Z,52,FALSE,TRUE
627,Sun-Pat,948.91,2020-03-25 18:00:54Z,11,FALSE,TRUE
628,Sun-Pat,441.31,2021-01-09 13:16:47Z,74,FALSE,TRUE
629,Wonder Bread,860.08,2018-11-29 10:23:03Z,34,FALSE,TRUE
630,Red Lobster,107.03,2021-04-01 16:47:16Z,25,FALSE,FALSE
631,Sun-Pat,334.98,2019-06-30 18:22:36Z,68,FALSE,FALSE
632,Wonder Bread,164.26,2019-08-01 01:44:51Z,72,FALSE,TRUE
633,Vitta Foods,583.42,2020-02-24 15:30:24Z,37,FALSE,TRUE
634,Applebee's,559.88,2020-10-10 00:04:52Z,70,FALSE,FALSE
635,Heinz,377.74,2019-05-20 05:02:49Z,62,FALSE,FALSE
636,KFC,564.07,2019-09-10 11:02:53Z,39,FALSE,TRUE
637,Vitta Foods,254.51,2020-10-25 07:49:16Z,47,FALSE,FALSE
638,Starbucks,163.34,2018-09-06 14:34:49Z,8,FALSE,TRUE
639,Andy Capp's fries,784.47,2019-01-09 19:25:28Z,44,FALSE,FALSE
640,Dr. Oetker,498,2018-08-15 02:31:51Z,93,FALSE,TRUE
641,Betty Crocker,373.24,2021-02-23 01:45:13Z,95,FALSE,TRUE
642,Red Lobster,835.01,2018-07-20 14:10:46Z,29,FALSE,FALSE
643,Lavazza,835.19,2019-07-23 19:22:09Z,25,FALSE,TRUE
644,Soprole,915.08,2021-05-27 20:17:31Z,55,FALSE,FALSE
645,Red Lobster,529.63,2019-05-29 17:18:28Z,92,FALSE,TRUE
646,Bewley's,584.98,2018-08-09 00:54:10Z,84,FALSE,FALSE
647,Sun-Pat,981.94,2020-07-21 05:16:44Z,2,FALSE,FALSE
648,Dunkin' Donuts,231.12,2020-12-29 16:48:12Z,83,FALSE,FALSE
649,Starbucks,234.77,2018-08-21 07:07:55Z,99,FALSE,FALSE
650,Nesquik,695.47,2019-10-22 10:13:34Z,90,FALSE,TRUE
651,LEonidas,470.73,2018-10-12 06:31:27Z,12,FALSE,FALSE
652,Soprole,350.23,2020-02-16 17:22:12Z,84,FALSE,FALSE
653,Lavazza,766.04,2019-02-09 04:56:44Z,64,FALSE,FALSE
654,Bel Group,305.71,2018-09-13 21:25:29Z,62,FALSE,FALSE
655,Andy Capp's fries,818.6,2020-10-06 05:45:27Z,88,FALSE,TRUE
656,Wendy's,743.52,2018-06-14 03:47:25Z,48,FALSE,FALSE
657,Betty Crocker,816.72,2021-03-06 21:24:37Z,11,FALSE,FALSE
658,Starbucks,588.01,2020-02-10 09:31:09Z,25,FALSE,FALSE
659,Cheetos,881.94,2019-04-28 10:29:46Z,67,FALSE,FALSE
660,Wendy's,29.69,2019-11-23 00:50:05Z,67,FALSE,FALSE
661,Baskin robbins,362.24,2019-06-06 04:25:42Z,94,FALSE,TRUE
662,Sun-Pat,191.45,2019-11-05 19:52:51Z,40,FALSE,TRUE
663,Dunkin' Donuts,972.13,2019-11-18 07:50:52Z,51,FALSE,FALSE
664,Burger King,497.4,2019-01-02 07:07:37Z,58,FALSE,TRUE
665,Betty Crocker,842.05,2019-06-14 11:48:33Z,20,FALSE,TRUE
666,Applebee's,707.2,2019-08-02 03:09:13Z,73,FALSE,TRUE
667,Papadopoulos,227.4,2018-07-05 04:08:46Z,23,FALSE,TRUE
668,Nabisco,290.27,2019-09-29 15:46:54Z,77,FALSE,FALSE
669,Subway,703.83,2019-07-02 13:42:17Z,98,FALSE,FALSE
670,Starbucks,907.57,2020-10-15 11:32:25Z,98,FALSE,TRUE
671,Wendy's,348.02,2021-04-12 21:41:25Z,74,FALSE,TRUE
672,Nabisco,461.74,2019-11-02 01:49:22Z,3,FALSE,TRUE
673,Knorr,802.18,2018-05-15 18:19:42Z,47,FALSE,TRUE
674,Lavazza,938.58,2020-04-02 11:55:40Z,87,FALSE,FALSE
675,Subway,561.25,2020-05-23 21:25:09Z,9,FALSE,TRUE
676,Dr. Oetker,415.51,2020-08-04 12:13:09Z,1,FALSE,TRUE
677,Applebee's,974.76,2020-04-09 00:17:51Z,12,FALSE,FALSE
678,Dr. Oetker,513.56,2020-02-26 03:16:32Z,51,FALSE,TRUE
679,Dr. Oetker,637.71,2019-05-02 21:55:25Z,84,FALSE,FALSE
680,Betty Crocker,673.73,2021-01-24 20:18:46Z,61,FALSE,FALSE
681,LEonidas,56.09,2020-04-29 11:38:50Z,91,FALSE,TRUE
682,Andy Capp's fries,650.93,2020-09-10 09:20:15Z,44,FALSE,TRUE
683,Tic Tac,32.02,2020-07-02 07:28:45Z,67,FALSE,FALSE
684,Cheetos,939.87,2019-09-02 18:06:31Z,7,FALSE,TRUE
685,Carib Brewery,511.28,2020-12-04 14:07:43Z,96,FALSE,FALSE
686,Kits,363.93,2020-02-03 17:31:01Z,39,FALSE,TRUE
687,Tic Tac,188.23,2020-07-21 17:42:46Z,49,FALSE,TRUE
688,Heinz,200.61,2019-07-06 22:20:44Z,18,FALSE,TRUE
689,Bewley's,813.19,2018-09-16 18:07:00Z,30,FALSE,TRUE
690,Carib Brewery,155.74,2020-10-28 09:53:16Z,55,FALSE,FALSE
691,Lavazza,254.01,2018-11-27 17:50:44Z,55,FALSE,FALSE
692,Heinz,851.3,2018-09-17 06:03:58Z,11,FALSE,FALSE
693,Soprole,493.84,2020-06-02 04:38:26Z,79,FALSE,FALSE
694,Carib Brewery,200.1,2018-12-19 19:28:47Z,1,FALSE,FALSE
695,Pizza Hut,455.71,2019-01-12 11:13:50Z,62,FALSE,FALSE
696,Nutella,172.63,2019-09-03 03:50:24Z,33,FALSE,TRUE
697,Wonder Bread,955.59,2019-11-18 08:34:44Z,10,FALSE,TRUE
698,Bel Group,989.75,2021-05-13 06:15:46Z,61,FALSE,FALSE
699,Heinz,834.27,2020-03-03 03:53:33Z,66,FALSE,TRUE
700,Carib Brewery,472.02,2019-02-04 12:24:50Z,21,FALSE,FALSE
701,McDonald's,763.35,2020-08-03 02:54:24Z,64,FALSE,TRUE
702,Kits,802.15,2018-05-17 07:33:40Z,99,FALSE,FALSE
703,Wendy's,87.05,2019-03-02 16:46:57Z,50,FALSE,TRUE
704,Wonder Bread,579.73,2019-03-15 11:01:28Z,53,FALSE,FALSE
